severity,source_ip_reputation,alert_frequency,bytes_transferred,hour_of_day,is_admin_account,failed_logins_last_hour,alert_type_encoded,label
1,27,7,8265346,11,0,11,1,0
3,85,29,471426,0,0,19,4,1
2,55,34,8890277,9,0,41,1,0
1,58,7,3721058,10,0,33,3,0
3,4,81,4398792,22,0,14,1,1
2,53,77,7204135,19,1,3,3,0
2,43,58,693779,4,1,13,2,0
2,41,85,8324878,12,1,0,0,0
3,71,31,786012,17,1,32,2,1
3,91,73,3906692,9,0,49,0,1
3,56,45,2030886,20,0,46,4,0
1,46,47,4874535,16,0,42,0,0
3,75,77,4508294,18,1,49,4,1
3,24,81,6662087,3,1,28,3,1
3,43,72,3979296,8,0,9,4,0
2,14,73,4226852,17,0,35,1,0
3,50,73,4775870,15,0,13,1,0
3,52,40,1224483,6,0,21,1,0
1,33,30,3191088,11,1,49,2,0
2,76,62,3896427,3,1,32,1,1
3,7,71,9883743,20,0,27,4,0
1,76,17,200802,11,0,6,4,0
4,99,5,485126,11,0,35,4,1
3,69,81,9760652,3,1,35,1,1
2,95,1,2372771,11,1,49,3,0
1,20,80,530959,22,0,40,3,0
1,6,81,2288808,7,0,33,2,0
4,89,94,2653204,23,0,36,4,1
1,78,31,5689883,2,0,5,4,0
3,55,35,3463762,15,1,34,2,0
2,48,72,5615376,1,0,26,4,0
1,41,30,8778560,5,0,29,0,0
1,22,85,7141772,16,0,31,2,0
2,51,15,8655907,11,0,18,4,0
4,78,98,7045433,8,0,21,2,1
2,52,56,1109427,15,0,20,0,0
2,15,60,8266757,6,1,4,0,0
2,95,27,5287446,7,0,20,1,0
2,36,2,8085161,6,0,40,4,0
2,17,74,4590231,20,0,19,0,0
3,19,64,1192179,4,0,37,0,0
2,45,5,3025136,22,0,30,0,0
2,1,91,4992927,6,0,36,1,0
1,86,68,2026029,17,1,5,4,0
4,93,13,1042714,17,1,30,2,1
1,62,81,1052355,15,0,46,1,0
1,2,85,9023574,6,1,42,4,0
3,45,23,9298800,20,0,23,0,0
2,48,97,3081364,1,1,17,1,0
2,0,50,2222525,16,0,28,3,0
2,21,79,9456646,7,0,11,3,0
3,92,78,9652405,1,0,11,0,1
1,13,73,8129381,17,0,28,4,0
3,91,37,1461189,18,0,6,4,0
2,84,30,1336845,19,0,15,1,0
2,44,93,4436445,8,0,11,3,0
2,95,23,5998123,11,0,20,4,0
1,5,34,6600877,21,0,3,1,0
3,64,64,2897933,18,0,41,1,0
2,20,55,4726494,7,1,16,3,0
2,3,71,1937156,21,0,27,0,0
2,2,9,4035161,7,1,30,1,0
4,29,4,7899478,9,0,46,0,0
2,30,66,2852235,17,0,7,3,0
4,33,91,9441101,14,0,45,1,0
2,82,33,7221580,23,0,49,2,0
1,19,32,4059490,10,0,25,3,0
1,86,44,8072750,20,0,39,3,0
2,53,37,8983630,13,0,45,2,0
1,24,91,118540,14,1,47,3,0
1,14,92,6335254,13,1,30,2,0
4,37,67,647581,11,0,18,2,0
3,22,60,4612777,3,0,6,3,0
3,51,59,2543498,2,1,48,2,1
1,65,36,3744412,11,1,4,2,0
1,56,49,8808469,6,1,12,3,0
1,56,51,6708861,6,0,17,2,0
3,78,8,9569224,21,0,17,0,1
4,51,50,5510824,18,1,49,3,0
2,34,41,3038885,13,0,19,3,0
1,73,38,1145161,0,0,48,0,0
2,13,86,422933,6,0,22,4,0
2,90,78,3611950,21,0,35,1,0
2,13,79,3077894,9,0,48,2,0
2,98,55,6086096,17,1,39,2,0
3,32,68,7427207,12,0,32,1,0
1,51,18,1556731,7,0,6,2,0
1,0,65,8435543,8,0,39,2,0
4,33,64,965933,14,1,4,0,0
1,18,12,8346865,7,0,31,0,0
1,23,41,2829119,0,0,8,0,0
1,3,42,4853662,2,0,29,0,0
1,35,60,9418334,18,1,31,3,0
2,76,50,9399292,8,0,38,2,0
3,57,81,5188243,18,1,3,1,0
2,31,83,5922765,14,0,24,2,0
2,8,36,2492945,13,0,21,3,0
3,79,48,7708613,0,0,7,3,0
2,66,71,9143507,2,0,1,2,0
3,19,73,246818,1,0,36,2,0
3,73,8,4406553,0,0,34,0,1
1,61,25,3075618,17,0,36,3,0
3,57,7,1398008,0,0,21,2,0
2,21,8,9781304,8,1,0,1,0
4,66,88,7150896,6,1,38,1,0
2,74,81,7032816,12,0,41,0,0
4,88,76,3914988,16,1,47,0,1
3,47,31,9787625,12,0,32,2,0
1,7,12,1392862,12,0,48,1,0
2,72,57,4232289,9,0,3,3,0
4,14,66,6173921,5,0,47,4,1
3,31,12,8693469,4,0,8,1,0
1,52,27,402243,9,1,7,3,0
3,66,46,2492904,13,1,21,1,0
2,3,7,788957,10,0,48,2,0
1,29,61,9127245,4,0,41,4,0
2,12,58,1118999,3,0,48,4,0
1,20,58,7420415,2,1,20,2,0
3,40,13,3270054,13,0,47,2,0
2,18,53,1328475,12,0,40,0,0
3,47,65,8670360,23,1,27,3,1
1,85,49,6408018,22,1,36,3,0
2,62,35,6351299,4,0,1,0,0
1,19,94,1887521,11,0,45,3,0
1,63,95,9798774,22,0,16,4,0
1,36,17,9888308,9,1,30,1,0
1,30,72,3944886,1,0,44,4,0
2,73,67,8133362,6,1,12,0,1
1,17,10,1225332,6,0,44,3,0
2,19,34,3646910,3,0,17,3,0
2,81,86,7515978,11,0,23,1,0
3,10,4,2306442,23,0,30,1,0
4,85,96,4002038,3,0,32,1,1
2,43,29,1969442,6,0,30,4,0
2,81,46,2524772,19,1,26,0,0
1,63,75,1030742,12,0,35,0,0
4,33,46,4074336,7,0,20,0,0
1,86,77,9943812,13,0,4,4,0
1,64,59,6631065,2,0,10,2,0
1,54,61,7689402,1,1,33,3,0
2,73,68,4598224,9,0,33,4,0
1,0,66,7410082,5,0,47,0,0
3,37,34,4307030,22,0,2,4,0
1,8,86,2515202,6,0,5,4,0
2,94,5,4242612,15,0,19,2,0
1,70,9,215350,5,1,3,1,0
1,16,20,1145004,15,0,36,0,0
4,98,21,4910401,23,0,38,4,0
1,100,17,5697218,11,0,6,1,0
3,51,12,4363759,21,0,16,3,0
2,17,92,2147572,14,0,37,3,0
1,62,82,2483115,21,0,35,3,0
4,32,67,5913080,2,0,33,4,0
1,3,5,3665775,15,1,5,4,0
3,86,60,6316227,17,1,38,2,1
1,74,53,8286269,14,0,1,0,0
3,51,52,5000216,22,0,17,1,0
1,8,78,1065521,5,1,41,3,0
2,63,48,535929,16,0,26,1,0
3,29,90,3845414,1,1,38,2,1
4,7,19,5136423,1,0,40,3,0
4,4,17,2615015,16,0,18,1,0
3,75,54,8149719,18,0,31,0,1
3,62,68,756168,4,0,23,0,0
1,0,35,9755501,3,0,33,2,0
1,14,88,6117203,17,0,24,1,0
1,88,41,9363140,7,0,23,2,0
2,81,13,9397011,8,0,24,2,0
2,37,33,6268372,23,0,11,2,0
2,41,15,5613783,22,0,29,4,0
1,45,63,268966,17,0,5,0,0
3,52,15,7067382,21,0,29,4,0
1,25,31,7360925,10,0,32,4,0
2,60,28,9777361,15,0,14,0,0
2,66,10,490553,15,0,28,2,0
3,53,57,88106,3,1,13,1,1
3,21,71,2182632,20,0,24,2,0
2,25,33,4377213,8,0,44,2,0
1,82,7,4407184,12,0,4,4,0
2,59,5,6086271,19,0,1,1,0
1,38,90,2426244,7,0,46,0,0
2,35,80,2281578,10,0,15,3,0
2,20,57,4300481,20,0,38,0,0
1,40,72,995654,8,0,37,1,0
1,47,86,4414189,17,0,16,0,0
4,25,98,9072996,19,0,30,4,0
4,62,40,7797330,2,0,0,1,0
2,76,28,6613492,22,0,5,3,0
1,35,36,2610459,17,0,30,3,0
1,23,56,2175483,18,0,5,1,0
2,89,47,2485981,8,0,35,0,0
4,20,71,9549929,23,0,7,3,0
1,17,40,2768165,17,0,28,1,0
3,14,59,8229953,21,1,8,1,0
1,78,43,5263554,15,0,21,1,0
4,5,92,4357990,13,0,9,2,0
2,42,66,8472129,18,0,23,0,0
3,30,9,5092838,21,0,39,1,0
2,27,6,7983950,14,1,1,1,0
2,7,65,5522215,20,1,19,2,0
1,28,3,9559217,3,0,16,4,0
1,20,74,7708786,11,0,32,2,0
4,80,37,9155190,6,0,13,1,1
4,87,87,8223908,10,1,31,0,1
3,57,33,2549978,6,1,36,2,1
2,59,9,2142404,19,0,23,1,0
3,49,53,9580349,2,0,40,0,0
1,99,77,4696744,3,0,19,2,0
2,30,92,4175863,1,0,48,3,0
2,46,51,9201065,19,0,5,0,0
2,33,71,2568478,14,0,32,1,0
2,1,26,7505440,19,0,49,0,0
1,66,16,1926442,11,1,27,0,0
2,93,40,8676188,20,1,10,1,0
3,71,90,6275813,16,0,35,3,1
2,51,51,7120578,17,0,19,0,0
1,6,39,725800,7,0,5,1,0
1,75,55,8358773,23,0,7,0,0
1,18,96,8589742,7,0,18,4,0
1,89,36,300821,4,0,14,3,0
2,91,65,599934,23,1,21,4,0
2,14,85,510122,8,0,1,0,0
3,77,77,4425020,19,0,27,3,0
2,47,90,7200585,19,0,35,1,0
3,13,45,1561119,22,0,35,4,1
1,2,9,3212778,4,0,43,3,0
2,49,37,8429100,9,0,17,3,0
3,92,87,1970247,0,0,11,0,1
1,53,1,2337006,23,0,18,4,0
1,5,66,2542278,3,0,25,1,0
3,48,63,5091003,23,0,24,2,0
2,22,43,926808,15,0,27,0,0
3,91,28,7399321,17,0,14,3,1
1,77,31,6820552,11,0,9,4,0
3,77,69,1566230,19,0,38,2,1
2,19,89,3964057,14,0,33,3,0
1,76,8,6658637,17,0,12,4,0
2,90,34,6368670,4,0,15,4,0
1,59,49,9243801,13,0,39,2,0
2,98,96,5637110,23,0,30,3,0
1,44,58,1120880,6,0,0,2,0
1,60,75,8833652,10,0,48,1,0
1,55,47,1026936,14,1,46,0,0
1,1,25,6289221,20,0,22,0,0
4,44,3,3646223,10,1,13,1,1
1,39,45,5876433,6,0,38,3,0
2,23,52,5220877,20,0,29,2,0
1,28,96,1053518,22,1,41,0,0
2,66,99,8881405,19,1,19,1,0
4,67,96,1674211,19,0,24,4,0
1,65,34,9968842,3,0,10,0,0
4,83,69,6728804,23,0,25,0,1
1,53,92,9844072,0,1,20,1,0
3,52,92,4183780,20,0,4,2,0
2,78,8,3041591,1,0,6,0,0
3,48,27,3601174,3,0,11,2,0
2,31,80,8050316,4,0,1,1,0
2,60,63,7257612,23,0,38,4,0
1,41,82,1877392,1,0,20,0,0
1,0,25,8967384,1,0,31,2,0
4,62,58,8568277,17,0,4,2,0
2,34,48,3854362,23,1,26,3,0
2,50,1,1711833,13,0,30,2,0
3,70,8,224269,2,0,11,2,0
2,44,21,3455476,20,0,35,1,0
4,76,98,8617613,17,0,20,2,1
3,64,88,6855563,21,1,18,3,1
2,13,90,4937027,9,0,2,4,0
3,92,78,6432310,5,0,16,3,1
1,2,29,1603262,1,0,29,4,0
1,23,30,2412828,19,0,35,0,0
2,64,3,7758892,10,0,8,4,0
1,47,7,1523331,17,1,33,4,0
3,9,11,8882673,13,0,28,3,0
4,12,32,9433999,19,0,9,1,0
2,99,59,8297969,12,0,8,1,0
2,72,12,5687062,6,0,39,4,0
4,13,79,3837587,20,1,49,3,0
2,99,38,1271952,19,0,10,1,0
2,9,24,2046899,9,0,18,1,0
2,39,65,7009235,18,0,21,3,0
4,22,18,4863142,12,1,49,4,1
2,98,46,8746732,21,0,48,0,0
3,54,56,3353704,1,0,21,3,0
3,62,63,3528429,19,1,48,3,0
2,70,7,4028375,11,0,46,3,0
2,41,66,3154001,7,0,15,4,0
3,98,40,835677,17,1,16,4,1
2,65,54,876538,1,1,39,3,0
3,78,31,3852648,15,0,6,1,0
4,72,97,8677182,7,0,30,0,1
2,46,52,582721,15,0,3,2,0
3,80,94,4506223,7,0,28,3,1
3,51,31,5286316,22,0,6,3,0
3,17,34,8552618,12,0,42,4,0
2,78,7,7366390,5,0,29,4,0
1,17,89,1712705,0,0,2,2,0
2,23,16,1384515,1,0,24,4,0
3,22,22,5342699,6,0,33,4,0
2,11,53,5076001,12,0,32,1,0
3,22,91,9013398,3,1,30,0,1
2,20,17,8173825,8,0,23,1,0
2,63,4,8303341,18,0,37,3,0
1,89,61,9992819,19,0,45,1,0
3,71,99,6528587,2,0,3,2,1
2,93,86,7382811,22,0,47,1,0
1,33,52,6655811,1,0,9,4,0
1,1,35,4774704,15,0,24,2,0
3,68,44,4040710,9,1,36,2,1
2,30,15,7309860,11,0,42,3,0
1,96,61,9548146,17,0,0,3,0
4,67,44,8352500,1,0,16,4,0
3,69,21,1854713,13,0,45,0,0
4,86,77,1287282,11,0,6,2,0
2,18,47,941608,19,1,13,4,0
2,71,75,6780240,23,0,0,3,0
3,12,49,7309885,23,0,5,3,0
2,64,53,4236429,23,0,38,0,0
3,5,27,1019649,7,0,42,2,0
1,70,31,430542,22,0,9,2,0
2,26,44,8958432,21,0,20,4,0
1,78,32,9622326,6,0,2,0,0
1,51,30,1151219,12,0,18,1,0
1,97,18,3571950,14,0,27,4,0
1,86,63,4572356,13,0,1,2,0
4,47,16,5489408,4,0,26,4,0
1,87,35,5462202,7,0,43,4,0
3,78,62,4554342,17,0,31,4,0
3,98,9,6823132,4,0,11,4,1
2,67,62,1834285,22,0,0,2,0
1,43,39,6233537,8,0,45,0,0
3,100,51,2071963,9,0,42,0,1
2,16,10,3880546,16,0,39,3,0
3,94,52,1205159,2,1,28,3,1
3,37,12,8414002,0,0,8,1,0
4,9,72,5296149,6,0,17,0,1
2,53,62,6359431,14,0,44,4,0
2,90,3,6808640,18,1,35,3,0
2,5,83,1857478,7,0,15,4,0
1,5,11,9567936,10,0,34,1,0
3,51,8,7256963,1,0,35,0,0
1,14,90,9023699,19,0,3,2,0
2,67,23,2844397,1,0,39,1,0
3,56,10,5447879,10,0,42,2,0
2,55,18,9073626,19,0,34,0,0
2,6,76,598193,16,0,18,2,0
2,50,39,7676834,9,0,5,0,0
3,57,26,8662680,4,0,30,4,0
2,63,11,8295854,2,0,26,1,0
3,25,10,5363998,8,0,2,4,0
1,57,3,8567492,19,0,35,0,0
3,30,62,1034576,21,0,35,0,0
3,65,71,7205449,1,0,1,4,0
1,91,61,2227370,22,0,47,4,0
2,12,4,6002870,18,0,36,4,0
1,17,61,8248815,16,0,14,1,0
3,93,8,1580585,11,0,36,1,1
2,74,13,7817325,19,0,22,0,0
2,12,12,8252234,8,1,43,3,0
1,23,35,7245072,22,0,46,4,0
1,56,54,7098728,3,1,5,2,0
1,28,51,656568,17,0,32,2,0
2,55,43,1264271,15,0,4,2,0
2,53,66,8914867,20,0,20,4,0
3,4,15,6845539,23,0,27,3,0
3,34,49,4850647,9,1,20,3,1
2,18,34,5207285,21,0,23,1,0
4,54,39,4861166,11,0,27,3,0
3,76,26,9546451,10,0,10,2,0
4,68,69,8792178,4,0,21,2,0
2,43,48,8648979,19,0,45,4,0
1,77,89,2295887,10,0,45,1,0
1,37,51,6254770,15,1,33,0,0
3,61,98,2514228,14,0,36,1,0
1,21,4,2562556,5,0,40,0,0
2,72,98,6334225,12,0,16,1,0
2,39,27,4084003,15,0,14,3,0
2,25,42,7392116,2,1,28,1,0
2,4,56,2470429,17,0,33,4,0
1,92,93,6994683,0,0,40,0,0
2,53,69,5610558,16,0,42,3,0
2,85,18,3085981,19,0,21,3,0
4,48,61,9774554,5,0,26,1,0
3,2,4,9960503,8,0,37,3,0
4,91,1,7648397,3,0,14,2,1
3,37,50,9740948,6,0,20,2,0
2,13,84,4835553,22,1,3,2,0
1,46,70,5908504,21,0,46,1,0
3,13,20,8404657,10,0,17,0,0
2,74,20,1781100,22,0,6,1,0
2,72,46,8849502,2,0,15,4,1
2,37,27,6320692,15,0,34,3,0
2,63,26,2866991,5,0,11,2,0
2,43,32,4143593,6,0,6,1,0
2,69,10,6980042,11,0,40,1,0
1,64,82,8569169,6,0,9,3,0
3,24,12,6962114,21,0,0,1,0
1,15,74,2170068,18,0,11,2,0
1,14,88,8873949,21,0,26,3,0
2,97,24,8844834,15,0,27,0,0
3,80,51,7476747,17,0,17,2,1
2,2,38,5820214,9,1,0,4,0
1,66,46,6679799,0,1,49,4,0
2,36,89,4628804,7,0,22,3,0
2,80,8,3611090,2,1,38,2,1
4,54,55,5589082,15,0,16,2,0
4,37,78,4542757,23,0,44,2,0
2,62,31,7876124,2,0,41,4,0
2,0,88,1761803,1,0,45,3,0
3,70,16,180482,11,0,0,4,0
1,89,20,5659805,7,0,37,1,0
2,18,38,9795053,18,0,3,0,0
2,51,15,2980025,23,0,14,4,0
4,29,78,4724580,17,0,20,3,0
1,54,76,1075940,19,0,20,4,0
2,13,34,1593912,14,0,21,1,0
3,12,72,6525436,16,0,43,1,0
2,83,19,7685659,17,0,13,1,0
1,89,69,2912780,17,1,34,1,0
4,26,91,7362759,8,0,3,0,0
2,88,63,4891831,4,0,34,2,0
2,8,77,8806708,10,0,31,1,0
1,40,32,9903611,3,0,27,0,0
2,47,95,306456,9,0,11,4,0
2,11,37,130205,3,0,29,1,0
1,9,66,402791,22,0,8,4,0
1,5,7,505750,2,0,18,4,0
3,33,48,9054632,15,0,15,3,0
1,51,11,8388189,20,0,29,0,0
1,40,75,2446356,10,0,0,0,0
2,82,87,8387930,8,0,45,1,0
3,5,31,9174878,0,0,44,1,0
1,1,44,6800320,9,0,22,1,0
2,14,45,4091264,11,0,11,0,0
1,16,72,721351,23,1,4,4,0
1,15,56,6740591,1,1,19,4,0
1,27,32,8758817,14,0,2,1,0
3,84,21,1638362,23,1,1,4,1
1,71,31,9303491,19,0,42,1,0
1,9,1,1093148,15,0,19,2,0
2,9,77,1539594,1,0,1,4,0
3,9,11,7225735,12,0,47,0,0
1,72,93,3181117,17,0,39,3,0
2,27,68,4144486,21,0,34,0,0
1,23,36,923680,18,1,3,0,0
2,18,79,2669703,10,0,35,3,0
2,96,59,8790936,13,0,39,1,0
2,67,67,5461591,2,0,5,4,0
2,55,56,5138841,8,0,13,0,0
2,66,51,9769372,4,0,14,4,0
1,41,29,5675306,13,0,48,3,0
2,11,85,810701,6,1,36,3,0
1,17,2,4522244,11,1,32,4,0
3,22,6,7215793,20,0,43,4,0
4,83,31,9446711,17,1,18,3,1
4,5,54,1464310,10,0,11,1,0
3,52,88,1923803,23,0,42,4,0
2,97,40,7199404,8,0,8,2,0
3,41,17,2235893,10,0,18,2,0
1,65,5,2460379,17,0,31,4,0
2,29,2,9854112,1,0,27,0,0
2,8,58,2738565,19,0,27,3,0
2,90,12,6552434,12,0,30,1,0
3,41,5,7484363,14,0,35,2,0
1,33,60,9081926,7,0,12,2,0
2,39,41,35931,4,0,41,0,0
4,87,20,861062,4,0,32,4,1
1,16,72,6446400,6,0,41,0,0
2,28,1,4318452,11,0,17,1,0
4,99,56,7634967,19,0,28,4,1
2,49,70,9179692,11,0,44,2,0
2,75,56,7348127,8,0,38,2,0
1,94,54,7539997,3,0,7,3,0
2,48,11,995136,7,0,48,1,0
3,72,3,3415967,18,0,21,2,1
2,60,95,9885524,21,0,0,0,0
2,82,28,3829330,0,0,47,2,0
1,45,5,8939229,22,0,30,0,0
1,45,90,3552113,10,1,19,0,0
4,16,16,3760091,22,0,35,4,1
2,65,31,6159711,12,0,22,4,0
2,4,28,9758550,17,0,16,2,0
1,53,7,8869082,20,1,44,2,0
3,15,9,674276,19,0,9,0,0
4,80,39,2223546,9,0,8,4,0
2,90,99,3970265,12,0,45,2,0
1,6,43,9506493,11,0,16,4,0
2,7,27,2538562,12,0,2,1,0
3,71,76,1632286,1,0,32,0,1
2,86,89,8353017,2,0,0,4,0
3,95,93,1589925,16,0,19,2,1
2,81,95,8598354,20,0,1,0,0
3,37,98,8644760,18,0,15,3,1
2,53,33,8601119,11,0,8,0,0
1,75,91,4904464,15,0,13,1,0
2,14,56,8427820,19,1,0,0,0
1,91,2,7407446,19,0,34,4,0
4,49,14,6582138,21,1,17,4,0
3,55,13,245371,9,0,0,2,0
3,94,24,5126845,22,0,42,2,0
2,8,69,2879628,22,0,4,0,0
1,7,34,6303146,14,0,10,0,0
3,18,87,8661075,7,0,37,0,0
2,50,19,9833714,18,0,23,4,0
1,71,30,521819,4,0,38,4,0
2,97,49,669716,11,0,44,3,0
1,56,43,7416837,9,0,31,3,0
2,67,16,1355572,21,1,15,3,0
2,30,52,6091862,13,1,2,2,0
1,2,98,9535940,21,0,46,4,0
4,98,49,3478879,11,0,7,0,0
1,82,11,2481264,23,0,31,0,0
1,42,78,7860187,12,0,21,3,0
1,28,47,5481418,20,0,47,2,0
3,9,79,2259754,20,0,16,2,0
2,11,35,4021490,16,0,26,3,0
2,45,71,999589,0,0,44,0,0
1,29,29,5742846,21,0,2,2,0
1,93,54,2693339,9,0,25,1,0
2,81,86,8629279,4,0,34,3,0
3,87,23,5119887,10,1,12,0,1
3,31,24,7318012,9,0,16,1,0
1,72,99,6563048,5,0,29,4,0
2,46,10,8841430,14,1,28,0,0
4,87,61,5151985,8,0,13,1,0
2,62,8,3264756,7,1,29,4,0
3,25,48,4028435,22,0,36,2,0
1,2,76,7229137,22,0,43,0,0
4,22,93,7655849,5,0,47,0,1
3,74,29,5786599,5,0,37,2,1
4,73,87,7145543,16,1,8,0,1
3,49,26,7196321,11,0,47,3,0
2,35,37,4163082,6,0,31,1,0
4,12,96,9920810,4,0,3,4,0
1,28,52,3373321,15,0,5,4,0
2,37,38,2583047,22,0,0,1,0
3,76,6,1166830,5,1,24,3,1
3,89,8,7876551,7,0,39,0,0
4,83,17,4667072,2,0,37,2,1
1,4,76,6108982,7,1,2,2,0
3,19,62,8571827,6,0,20,0,1
3,77,86,6275124,16,0,13,4,0
1,13,78,9173803,18,0,29,1,0
2,7,34,933679,19,0,1,1,0
1,47,19,6436661,13,0,47,4,0
2,12,70,7716848,5,0,21,1,0
4,23,82,4310619,6,0,12,4,0
2,78,37,1499624,4,0,24,3,0
3,64,38,9658784,18,0,47,0,0
4,85,15,8268284,20,1,42,4,1
2,33,40,5464984,6,0,10,3,0
3,50,9,7144977,8,0,47,4,0
2,2,53,7342501,11,0,9,3,0
3,89,70,2408363,14,0,48,3,1
1,77,66,5815722,14,0,43,3,0
4,57,80,9861509,23,0,36,0,0
1,71,52,9156031,20,0,24,4,0
2,54,1,9208145,15,0,43,4,0
3,79,30,5741391,22,0,34,4,1
2,41,97,4907276,19,0,18,3,0
2,20,1,8124480,14,0,27,1,0
2,9,39,9405503,4,0,41,1,0
3,56,16,6653197,11,0,47,4,0
1,24,17,8353144,3,0,42,1,0
1,55,82,4003660,2,0,47,1,0
1,37,22,2314117,0,0,9,1,0
2,85,86,5986821,12,0,14,3,0
1,60,99,8910456,4,0,31,4,0
2,46,31,2360632,11,1,2,4,0
2,53,40,7289677,1,0,23,2,0
1,45,27,4490883,5,0,9,2,0
2,67,36,4310817,4,0,43,1,0
3,3,4,1901756,17,0,29,4,0
1,93,69,6818512,23,0,40,1,0
2,65,25,7697449,4,0,32,3,0
3,92,95,9632333,17,0,44,4,1
2,42,78,8044988,15,1,24,3,0
3,61,30,9905525,16,0,38,3,0
2,99,47,1233181,1,1,38,4,1
2,84,12,2320554,16,1,24,1,0
1,84,27,9390342,9,0,37,2,0
3,84,45,3919816,2,0,11,1,1
3,3,88,5708717,13,0,3,2,0
1,64,63,6942230,18,0,27,0,0
2,61,55,3163939,11,0,19,2,0
4,89,30,8280205,0,0,9,4,0
2,1,82,4414067,6,1,30,2,0
2,8,14,1938000,6,0,18,0,0
4,56,56,4264351,12,0,1,2,0
3,44,19,6637592,8,0,3,1,0
2,17,86,875122,4,1,14,2,0
3,47,26,5075037,3,1,37,4,1
3,41,71,8313016,4,0,32,4,0
2,40,92,3098906,23,0,17,3,0
2,74,38,898202,23,0,39,1,1
2,88,69,1273471,19,1,31,1,0
4,89,36,5251412,11,0,31,2,1
3,57,18,3945051,7,0,12,2,0
1,99,57,3441373,12,0,15,4,0
3,41,78,6044466,3,0,32,3,0
2,34,23,5319562,19,0,33,0,0
1,37,14,2679915,10,1,13,2,0
2,66,96,8032795,14,1,46,1,0
2,40,69,1571254,23,1,1,2,0
3,98,22,1027035,13,0,12,3,0
1,49,28,4745881,17,0,28,1,0
3,85,43,9099647,19,1,42,3,1
2,71,76,2513477,0,0,41,1,0
1,78,18,5216415,0,1,33,2,0
4,44,95,8169903,10,0,16,3,0
2,70,77,8281951,23,1,2,4,0
1,18,84,9185221,19,0,29,1,0
2,16,36,1408972,5,0,3,3,0
3,64,7,5968486,4,0,30,3,0
2,92,23,6005223,12,0,4,0,0
1,76,34,7630571,9,0,1,0,0
1,55,96,2700476,5,0,3,2,0
1,92,21,5540182,3,0,43,4,0
3,40,70,4261224,3,0,37,4,0
2,41,80,3033196,6,0,26,3,0
1,5,99,6804795,15,1,26,3,0
1,68,47,8245952,0,0,14,3,0
2,97,53,8375366,8,1,38,1,0
4,74,84,9978124,18,0,37,2,0
2,72,41,2707277,19,1,13,2,0
4,39,75,1320436,14,0,17,0,0
2,40,32,926173,8,0,28,3,0
1,8,14,4395183,20,0,6,3,0
3,7,88,5192572,19,1,37,1,1
2,43,95,3891809,21,0,23,3,0
3,57,17,4086618,0,0,37,3,0
4,66,25,810584,0,1,5,2,0
1,12,64,8345339,15,0,19,3,0
1,18,73,4141547,4,0,41,1,0
3,97,86,9072968,20,0,35,1,1
1,95,48,111036,8,0,9,4,0
1,48,35,9475045,0,0,21,4,0
1,79,37,2758950,18,0,32,0,0
1,99,55,2765241,15,0,22,1,0
3,81,17,7759655,2,0,45,1,1
1,77,28,8090490,3,0,49,2,0
2,29,1,9000990,11,0,40,4,0
2,65,53,1615575,6,1,41,0,0
2,76,73,5369358,14,0,3,2,0
1,90,55,7694773,22,1,20,2,1
3,58,61,9917765,14,1,12,4,0
1,52,13,3132682,4,0,41,2,0
3,51,47,2197789,22,1,12,4,1
3,80,64,1675554,1,0,11,1,1
2,30,32,6369647,11,1,23,1,0
2,14,28,9624106,18,0,34,4,0
2,19,53,4399271,22,0,18,3,0
2,4,31,3290972,4,0,8,3,0
3,6,8,5705174,22,0,12,0,0
3,17,72,8535209,2,0,21,3,1
2,55,98,9248630,23,0,39,0,0
2,74,87,7904601,5,0,35,4,0
4,95,74,8213140,12,0,27,4,1
4,90,25,7090764,19,0,40,4,1
2,89,33,3554041,14,0,6,0,0
2,100,68,7021108,3,0,29,2,0
1,44,7,9046827,19,0,30,0,0
4,27,97,4481325,6,1,10,2,0
1,49,66,1980708,21,1,29,1,0
2,1,46,6107429,17,0,14,1,0
1,83,96,9963884,20,1,12,2,1
1,67,5,7170725,20,1,34,2,0
2,76,17,9123309,21,0,34,3,0
4,23,76,2418780,6,0,19,2,0
1,47,52,3005503,11,0,42,2,0
2,44,12,3723691,10,0,22,4,0
1,92,62,1405565,23,0,36,0,0
1,57,35,610021,11,0,19,2,0
2,35,62,4206696,14,1,18,4,0
2,1,21,862416,7,0,43,2,0
1,17,85,3140595,10,0,17,3,0
2,48,66,1638127,20,0,3,2,0
1,7,53,6842841,17,0,7,2,0
2,57,21,1504316,9,0,45,4,0
4,14,15,671755,7,1,29,2,1
4,16,75,3207816,5,1,47,4,1
2,22,74,5565634,2,0,19,0,0
2,65,82,1789001,19,0,7,4,0
4,69,23,2376554,11,0,4,0,0
1,92,31,5466497,16,1,40,2,0
3,26,54,7478407,2,0,33,0,0
4,36,55,2868083,19,0,39,1,0
1,48,26,2036266,17,0,6,1,0
1,63,53,8748070,11,0,49,4,0
4,33,66,6249101,21,0,21,3,0
2,17,39,5264703,23,1,8,2,0
1,63,7,9647974,15,1,10,1,0
1,73,88,536251,21,1,11,3,0
2,43,39,9855328,9,0,7,4,0
3,16,32,5611490,18,0,31,0,0
3,58,26,5061121,8,1,16,2,0
4,12,87,1926626,13,0,25,0,0
1,51,78,256803,19,0,32,2,0
2,59,29,9805169,13,0,25,1,0
